tournament,tier,round,start_date,host_country,player_a,player_a_nat,player_b,player_b_nat,player_a_won,score,player_a_seed,player_b_seed,is_walkover
China Masters Super Series 2010,500,quarterfinals,2010-09-14,China,Chen Long,China,Misha Zilberman,Israel,1,"21-10, 21-10",7,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Chen Long,China,Chan Yan Kit,Hong Kong,1,"21-11, 21-13",7,0,0
China Masters Super Series 2010,500,semifinals,2010-09-14,China,Chen Long,China,Dicky Palyama,Netherlands,0,,7,0,0
China Masters Super Series 2010,500,semifinals,2010-09-14,China,Lin Dan,China,Wen Kai,China,1,,4,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Wen Kai,China,Hu Yun,Hong Kong,0,,0,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Hu Yun,Hong Kong,Boonsak Ponsana,Thailand,1,,0,6,0
China Masters Super Series 2010,500,quarterfinals,2010-09-14,China,Hu Yun,Hong Kong,Hsieh Yu-hsing,Chinese Taipei,0,"14-20, 15-15",0,0,0
China Masters Super Series 2010,500,quarterfinals,2010-09-14,China,Lin Dan,China,Brice Leverdez,France,1,"22-21, 21-21",4,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Brice Leverdez,France,Park Sung-hwan,South Korea,0,"11-14, 17-16",0,0,0
China Masters Super Series 2010,500,semifinals,2010-09-14,China,Lin Dan,China,Lee Hyun-il,South Korea,1,"21-21, 21-21",4,0,0
China Masters Super Series 2010,500,semifinals,2010-09-14,China,Wang Zhengming,China,Derek Wong,Singapore,0,"15-12, 10-17",0,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Lee Hyun-il,South Korea,Wong Wing Ki,Hong Kong,1,,0,0,0
China Masters Super Series 2010,500,quarterfinals,2010-09-14,China,Lee Hyun-il,South Korea,Wang Zhengming,China,0,,0,0,0
China Masters Super Series 2010,500,quarterfinals,2010-09-14,China,Wang Zhengming,China,Ashton Chen Yong Zhao,Singapore,1,,0,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Wang Zhengming,China,Du Pengyu,China,1,"21-21, 22-21",0,0,0
China Masters Super Series 2010,500,2nd round,2010-09-14,China,Du Pengyu,China,Rei Sato,Japan,0,"16-18, 8-20",0,0,0
Japan Super Series 2010,500,first round,2010-09-21,Japan,Lee Chong Wei,Malaysia,Gurusai Datt,India,1,"21-5, 21-9",1,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Lee Chong Wei,Malaysia,Muhammad Hafiz Hashim,Malaysia,1,,1,0,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Lee Chong Wei,Malaysia,Bao Chunlai,China,1,"21-21, 21-21",1,6,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Bao Chunlai,China,Dionysius Rumbaka,Indonesia,0,"14-10, 10-10",6,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Bao Chunlai,China,Kazushi Yamada,Japan,1,"21-21, 21-21",6,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Kazushi Yamada,Japan,Riichi Takeshita,Japan,0,"11-13, 15-13",0,0,0
Japan Super Series 2010,500,semifinals,2010-09-21,Japan,Lee Chong Wei,Malaysia,Matthieu Lo Ying Ping,France,1,,1,0,0
Japan Super Series 2010,500,semifinals,2010-09-21,Japan,Boonsak Ponsana,Thailand,Hsieh Yu-hsing,Chinese Taipei,0,,0,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Matthieu Lo Ying Ping,France,Boonsak Ponsana,Thailand,0,"21-19, 21-6",0,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Boonsak Ponsana,Thailand,Du Pengyu,China,1,"21-19, 21-16",0,0,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Boonsak Ponsana,Thailand,Christian Lind Thomsen,Denmark,1,,0,0,1
Japan Super Series 2010,500,second round,2010-09-21,Japan,Chen Long,China,Brice Leverdez,France,1,,0,0,0
Japan Super Series 2010,500,finals,2010-09-21,Japan,Lee Chong Wei,Malaysia,Hu Yun,Hong Kong,1,,1,0,0
Japan Super Series 2010,500,finals,2010-09-21,Japan,Lin Dan,China,Son Wan-ho,South Korea,0,,5,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Hu Yun,Hong Kong,Tanongsak Saensomboonsuk,Thailand,0,"12-17, 13-14",0,0,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Lin Dan,China,Chou Tien-chen,Chinese Taipei,1,"22-12, 21-13",5,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Park Sung-hwan,South Korea,Sho Sasaki,Japan,1,,0,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Sho Sasaki,Japan,Taufik Hidayat,Indonesia,0,,0,4,0
Japan Super Series 2010,500,semifinals,2010-09-21,Japan,Lin Dan,China,Dicky Palyama,Netherlands,1,"21-17, 21-11",5,0,0
Japan Super Series 2010,500,semifinals,2010-09-21,Japan,Peter Gade,Denmark,Jan Ø. Jørgensen,Denmark,0,"21-11, 21-19",2,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Jan Ø. Jørgensen,Denmark,Chan Yan Kit,Hong Kong,0,,0,0,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Nguyen Tien Minh,Vietnam,Takuma Ueda,Japan,0,"21-13, 21-13",7,0,0
Japan Super Series 2010,500,quarterfinals,2010-09-21,Japan,Peter Gade,Denmark,Eric Pang,Netherlands,1,"21-10, 21-11",2,0,0
Japan Super Series 2010,500,second round,2010-09-21,Japan,Takuma Ueda,Japan,Wong Wing Ki,Hong Kong,0,,0,0,0
Denmark Super Series 2010,500,first round,2010-10-26,Denmark,Peter Gade,Denmark,Wong Wing Ki,Hong Kong,0,,1,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Wong Wing Ki,Hong Kong,Przemysław Wacha,Poland,0,,0,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Przemysław Wacha,Poland,Christian Lind Thomsen,Denmark,1,,0,0,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Przemysław Wacha,Poland,Hu Yun,Hong Kong,0,,0,8,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Hu Yun,Hong Kong,Chetan Anand,India,1,,8,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Hu Yun,Hong Kong,Dicky Palyama,Netherlands,1,,8,0,0
Denmark Super Series 2010,500,semifinals,2010-10-26,Denmark,Hu Yun,Hong Kong,Jan Ø. Jørgensen,Denmark,0,,8,4,0
Denmark Super Series 2010,500,semifinals,2010-10-26,Denmark,Jan Ø. Jørgensen,Denmark,Chan Yan Kit,Hong Kong,1,,4,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Jan Ø. Jørgensen,Denmark,Matthieu Lo Ying Ping,France,1,"21-15, 21-10",4,0,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Jan Ø. Jørgensen,Denmark,Marc Zwiebler,Germany,1,"21-21, 21-22",4,0,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Marc Zwiebler,Germany,Raul Must,Estonia,0,"16-16, 20-19",6,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Marc Zwiebler,Germany,Hans-Kristian Vittinghus,Denmark,1,"21-21, 14-17, 21-22",6,0,0
Denmark Super Series 2010,500,first round,2010-10-26,Denmark,Du Pengyu,China,Petr Koukal,Czech Republic,1,1-0,0,0,1
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Du Pengyu,China,Kęstutis Navickas,Lithuania,1,,0,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Kęstutis Navickas,Lithuania,Rajiv Ouseph,England,0,,0,7,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Du Pengyu,China,Scott Evans,Republic of Ireland,1,"21-11, 21-20",0,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Kashyap Parupalli,India,Kazushi Yamada,Japan,1,,0,0,0
Denmark Super Series 2010,500,semifinals,2010-10-26,Denmark,Du Pengyu,China,Sho Sasaki,Japan,0,,0,0,0
Denmark Super Series 2010,500,semifinals,2010-10-26,Denmark,Taufik Hidayat,Indonesia,Marcel Reuter,Germany,1,,2,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Sho Sasaki,Japan,Rune Ulsing,Denmark,0,"14-14, 11-17",0,0,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Kenichi Tago,Japan,Joachim Persson,Denmark,0,"21-19, 21-19",5,0,0
Denmark Super Series 2010,500,quarterfinals,2010-10-26,Denmark,Taufik Hidayat,Indonesia,Carl Baxter,England,1,"21-16, 21-17",2,0,0
Denmark Super Series 2010,500,second round,2010-10-26,Denmark,Joachim Persson,Denmark,Emil Vind,Denmark,0,"14-15, 14-19",0,0,0
Denmark Super Series 2010,500,final,2010-10-26,Denmark,Jan Ø. Jørgensen,Denmark,Taufik Hidayat,Indonesia,1,"21-19, 21-19",4,2,0
French Super Series 2010,500,first round,2010-11-02,France,Peter Gade,Denmark,Carl Baxter,England,1,"21-11, 21-6",1,0,0
French Super Series 2010,500,second round,2010-11-02,France,Peter Gade,Denmark,Matthieu Lo Ying Ping,France,1,"21-16, 21-13",1,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Peter Gade,Denmark,Marc Zwiebler,Germany,1,"15-21, 21-15, 21-27",1,5,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Marc Zwiebler,Germany,Indra Bagus,Spain,0,"7-21, 21-12, 25-8",5,0,0
French Super Series 2010,500,second round,2010-11-02,France,Marc Zwiebler,Germany,Henri Hurskainen,Sweden,1,"21-21, 21-21",5,0,0
French Super Series 2010,500,second round,2010-11-02,France,Henri Hurskainen,Sweden,Simon Maunoury,France,0,"13-11, 15-12",0,0,0
French Super Series 2010,500,semifinals,2010-11-02,France,Peter Gade,Denmark,Jan Ø. Jørgensen,Denmark,0,"21-14, 13-21, 21-17",1,4,0
French Super Series 2010,500,semifinals,2010-11-02,France,Joachim Persson,Denmark,Przemysław Wacha,Poland,1,"21-18, 16-21, 21-13",8,0,0
French Super Series 2010,500,second round,2010-11-02,France,Jan Ø. Jørgensen,Denmark,Viktor Axelsen,Denmark,0,,4,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Du Pengyu,China,Joachim Persson,Denmark,0,"13-17, 21-21, 21-19",0,8,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Joachim Persson,Denmark,Eric Pang,Netherlands,1,"21-21, 12-15, 21-16",8,0,0
French Super Series 2010,500,second round,2010-11-02,France,Joachim Persson,Denmark,Raul Must,Estonia,1,"23-19, 24-16",8,0,0
French Super Series 2010,500,first round,2010-11-02,France,Rune Ulsing,Denmark,Ajay Jayaram,India,0,"21-10, 16-21, 21-16",0,0,0
French Super Series 2010,500,second round,2010-11-02,France,Ajay Jayaram,India,Petr Koukal,Czech Republic,1,,0,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Ajay Jayaram,India,Kęstutis Navickas,Lithuania,0,,0,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Boonsak Ponsana,Thailand,Valeriy Atrashchenkov,Ukraine,1,,3,0,0
French Super Series 2010,500,second round,2010-11-02,France,Kęstutis Navickas,Lithuania,Vitaliy Ponov,Ukraine,0,"13-7, 11-9",0,0,0
French Super Series 2010,500,semifinals,2010-11-02,France,Boonsak Ponsana,Thailand,Scott Evans,Republic of Ireland,0,,3,0,0
French Super Series 2010,500,semifinals,2010-11-02,France,Taufik Hidayat,Indonesia,Brice Leverdez,France,1,,2,0,0
French Super Series 2010,500,second round,2010-11-02,France,Scott Evans,Republic of Ireland,Kasper Ipsen,Denmark,0,"14-13, 10-11",0,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Rajiv Ouseph,England,Dmytro Zavadsky,Ukraine,0,,6,0,0
French Super Series 2010,500,quarterfinals,2010-11-02,France,Taufik Hidayat,Indonesia,Marcel Reuter,Germany,1,,2,0,0
French Super Series 2010,500,second round,2010-11-02,France,Marcel Reuter,Germany,Wang Zhengming,China,0,"18-16, 12-14",0,0,0
French Super Series 2010,500,final,2010-11-02,France,Joachim Persson,Denmark,Taufik Hidayat,Indonesia,0,"21-16, 21-11",8,2,0
China Open Super Series 2010,500,first round,2010-11-30,China,Lee Hyun-il,South Korea,Gurusai Datt,India,1,"14-21, 21-17, 21-8",0,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Lee Hyun-il,South Korea,Lü Yi,China,0,"23-14, 21-7",0,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Lü Yi,China,Arvind Bhat,India,1,"21-21, 21-6",0,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Lü Yi,China,Bao Chunlai,China,0,,0,8,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Bao Chunlai,China,Kęstutis Navickas,Lithuania,1,,8,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Bao Chunlai,China,Tanongsak Saensomboonsuk,Thailand,1,,8,0,0
China Open Super Series 2010,500,semifinals,2010-11-30,China,Bao Chunlai,China,Boonsak Ponsana,Thailand,1,,8,4,0
China Open Super Series 2010,500,second round,2010-11-30,China,Du Pengyu,China,Henri Hurskainen,Sweden,1,"21-19, 21-10",0,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Du Pengyu,China,Jan Ø. Jørgensen,Denmark,1,,0,7,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Jan Ø. Jørgensen,Denmark,Wen Kai,China,0,,0,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Jan Ø. Jørgensen,Denmark,Alistair Casey,Scotland,1,,7,0,0
China Open Super Series 2010,500,first round,2010-11-30,China,Sheng Zhang,China,Marc Zwiebler,Germany,1,"21-15, 21-9",0,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Sheng Zhang,China,Brice Leverdez,France,1,,0,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Sheng Zhang,China,Hsieh Yu-hsing,Chinese Taipei,0,,0,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Chen Jin,China,Christian Lind Thomsen,Denmark,1,,3,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Hsieh Yu-hsing,Chinese Taipei,Chong Wei Feng,Malaysia,0,,0,0,0
China Open Super Series 2010,500,semifinals,2010-11-30,China,Chen Jin,China,Wang Zhengming,China,0,"5-20, 21-21, 17-18",3,0,0
China Open Super Series 2010,500,semifinals,2010-11-30,China,Chen Long,China,Park Sung-hwan,South Korea,1,"22-21, 18-11, 21-21",5,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Park Sung-hwan,South Korea,Chen Chou-tien,Chinese Taipei,0,"17-12, 9-16",0,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Chen Long,China,Shon Wan-ho,South Korea,1,,5,0,0
China Open Super Series 2010,500,quarterfinals,2010-11-30,China,Lin Dan,China,Hsueh Hsuan-yi,Chinese Taipei,0,,2,0,0
China Open Super Series 2010,500,second round,2010-11-30,China,Shon Wan-ho,South Korea,Zhou Wenlong,China,0,"17-9, 16-12",0,0,0
China Open Super Series 2010,500,semifinals,2010-11-30,China,Bao Chunlai,China,Du Pengyu,China,1,"22-20, 21-16",8,0,0
China Open Super Series 2010,500,final,2010-11-30,China,Bao Chunlai,China,Chen Long,China,0,"9-21, 21-14, 21-16",8,5,0
China Open Super Series 2010,500,semifinals,2010-11-30,China,Chen Jin,China,Chen Long,China,0,"22-20, 18-21, 21-18",3,5,0
Hong Kong Super Series 2010,500,first round,2010-12-07,Hong Kong,Lee Chong Wei,Malaysia,Christian Lind,Denmark,1,"21-12, 21-8",1,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Lee Chong Wei,Malaysia,Wang Zhengming,China,1,"21-21, 21-21",1,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Wang Zhengming,China,Muhammad Hafiz Hashim,Malaysia,0,"18-17, 12-11",0,0,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Lee Chong Wei,Malaysia,Chen Jin,China,1,,1,5,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Chen Jin,China,Brice Leverdez,France,0,,5,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Chen Jin,China,Parupalli Kashyap,India,1,,5,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Parupalli Kashyap,India,Hsieh Yu-hsing,Chinese Taipei,0,,0,0,0
Hong Kong Super Series 2010,500,semifinals,2010-12-07,Hong Kong,Lee Chong Wei,Malaysia,Lin Dan,China,1,"21-21, 21-23",1,4,0
Hong Kong Super Series 2010,500,semifinals,2010-12-07,Hong Kong,Nguyen Tien Minh,Vietnam,Jan Ø. Jørgensen,Denmark,0,"9-14, 21-17",8,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Lin Dan,China,Shon Wan-ho,South Korea,1,"21-21, 21-21",4,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Shon Wan-ho,South Korea,Chan Yan Kit,Hong Kong,0,"10-15, 17-16",0,0,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Lin Dan,China,Nguyen Tien Minh,Vietnam,0,,4,8,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Nguyen Tien Minh,Vietnam,Tam Chun Hei,Hong Kong,1,,8,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Nguyen Tien Minh,Vietnam,Hu Yun,Hong Kong,1,"21-21, 21-21",8,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Hu Yun,Hong Kong,Dionysius Hayom Rumbaka,Indonesia,0,"9-18, 17-14",0,0,0
Hong Kong Super Series 2010,500,first round,2010-12-07,Hong Kong,Park Sung-hwan,South Korea,Chou Tien Chen,Chinese Taipei,1,"21-13, 21-18",0,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Park Sung-hwan,South Korea,Wen Kai,China,1,,0,0,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Park Sung-hwan,South Korea,Tanongsak Saensomboonsuk,Thailand,0,"21-21, 23-17",0,0,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Taufik Hidayat,Indonesia,Arvind Bhat,India,1,"23-13, 21-21",3,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Tanongsak Saensomboonsuk,Thailand,Du Pengyu,China,0,"19-19, 9-18",0,0,0
Hong Kong Super Series 2010,500,semifinals,2010-12-07,Hong Kong,Taufik Hidayat,Indonesia,Henri Hurskainen,Sweden,1,"15-20, 21-25, 21-14",3,0,0
Hong Kong Super Series 2010,500,semifinals,2010-12-07,Hong Kong,Chen Long,China,Hsueh Hsuan-Yi,Chinese Taipei,0,"22-21, 23-11, 21-19",7,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Hsueh Hsuan-Yi,Chinese Taipei,Marc Zwiebler,Germany,0,"18-18, 13-10",0,0,0
Hong Kong Super Series 2010,500,quarterfinals,2010-12-07,Hong Kong,Chen Long,China,Kestutis Navickas,Lithuania,1,,7,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Lee Hyun-il,South Korea,Wong Wing Ki,Hong Kong,1,,0,0,0
Hong Kong Super Series 2010,500,second round,2010-12-07,Hong Kong,Wong Wing Ki,Hong Kong,Gurusai Datt,India,0,,0,0,0
Hong Kong Super Series 2010,500,final,2010-12-07,Hong Kong,Lee Chong Wei,Malaysia,Taufik Hidayat,Indonesia,1,"21-19, 21-9",1,3,0
Malaysia Open Super Series 2011,500,first round,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Tommy Sugiarto,Indonesia,1,"21-17, 21-18",1,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Brice Leverdez,France,1,,1,0,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Nguyen Tien Minh,Vietnam,1,"21-21, 21-25",1,8,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Nguyen Tien Minh,Vietnam,Sho Sasaki,Japan,0,"10-15, 23-16",8,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Nguyen Tien Minh,Vietnam,Kazushi Yamada,Japan,1,"21-21, 21-21",8,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Kazushi Yamada,Japan,Chetan Anand,India,0,"14-18, 17-18",0,0,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Chen Long,China,1,"21-21, 21-21",1,3,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Chen Long,China,Muhammad Hafiz Hashim,Malaysia,0,"14-9, 16-9",3,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Chen Long,China,Marc Zwiebler,Germany,1,,3,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Marc Zwiebler,Germany,Wong Choong Hann,Malaysia,0,,0,0,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Chen Long,China,Lin Dan,China,1,,3,5,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Lin Dan,China,Wang Zhengming,China,0,,5,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Lin Dan,China,Lee Hyun-il,South Korea,1,"21-21, 21-21",5,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Lee Hyun-il,South Korea,Rajiv Ouseph,England,0,"15-15, 12-8",0,0,0
Malaysia Open Super Series 2011,500,first round,2011-01-18,Malaysia,Carl Baxter,England,Alamsyah Yunus,Indonesia,0,"21-15, 11-6",0,0,1
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Alamsyah Yunus,Indonesia,Anand Pawar,India,1,,0,0,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Alamsyah Yunus,Indonesia,Du Pengyu,China,0,,0,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Simon Santoso,Indonesia,Hans-Kristian Vittinghus,Denmark,1,"21-23, 18-16, 21-17",0,0,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Simon Santoso,Indonesia,Tanongsak Saensomboonsuk,Thailand,0,,0,0,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Taufik Hidayat,Indonesia,Dicky Palyama,Netherlands,1,,2,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Dicky Palyama,Netherlands,Kenichi Tago,Japan,0,,0,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Kenichi Tago,Japan,Bao Chunlai,China,1,,0,7,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Kenichi Tago,Japan,Shon Wan-ho,South Korea,0,,0,0,0
Malaysia Open Super Series 2011,500,quarterfinals,2011-01-18,Malaysia,Taufik Hidayat,Indonesia,Dionysius Hayom Rumbaka,Indonesia,1,,2,0,0
Malaysia Open Super Series 2011,500,second round,2011-01-18,Malaysia,Shon Wan-ho,South Korea,Park Sung-hwan,South Korea,0,,0,0,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Chen Long,China,1,"21-9, 21-9",1,3,0
Malaysia Open Super Series 2011,500,final,2011-01-18,Malaysia,Lee Chong Wei,Malaysia,Taufik Hidayat,Indonesia,1,"21-8, 21-17",1,2,0
Malaysia Open Super Series 2011,500,semifinals,2011-01-18,Malaysia,Simon Santoso,Indonesia,Taufik Hidayat,Indonesia,0,"21-15, 21-19",0,2,0
Korea Open Super Series Premier 2011,750,first round,2011-01-25,South Korea,Lee Chong Wei,Malaysia,Jan Ø. Jørgensen,Denmark,1,"21-9, 18-21, 21-16",1,0,0
Korea Open Super Series Premier 2011,750,second round,2011-01-25,South Korea,Lee Chong Wei,Malaysia,Przemysław Wacha,Poland,1,"21-14, 21-10",1,0,0
